epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,8165.91,1.01991,0.46413,0.95929,0.98666,0.99272,0.99288,0.64861,1.17865,0.42273,0.89407,0.001288,0.001288,0.001288
134,8227.29,1.01313,0.46588,0.96202,0.98664,0.99268,0.9929,0.6481,1.17646,0.42366,0.89348,0.001222,0.001222,0.001222
135,8288.41,1.01219,0.46309,0.95801,0.98679,0.99264,0.99291,0.64785,1.17463,0.42219,0.89277,0.001156,0.001156,0.001156
136,8349.46,1.00433,0.45902,0.95738,0.98689,0.99268,0.99292,0.64797,1.17396,0.4228,0.89249,0.00109,0.00109,0.00109
137,8410.48,1.00317,0.45645,0.95512,0.98703,0.99264,0.99292,0.64946,1.17254,0.42185,0.892,0.001024,0.001024,0.001024
138,8471.57,1.00556,0.46004,0.95601,0.98709,0.9926,0.99293,0.6501,1.17088,0.42175,0.89142,0.000958,0.000958,0.000958
139,8532.77,0.99251,0.45753,0.95616,0.98716,0.9926,0.99295,0.65031,1.16925,0.42144,0.89076,0.000892,0.000892,0.000892
140,8594.03,0.99335,0.45247,0.9505,0.9872,0.99256,0.99297,0.65136,1.16781,0.42019,0.89027,0.000826,0.000826,0.000826
141,8656.64,0.98428,0.42402,0.98092,0.98728,0.99272,0.99297,0.65075,1.16701,0.42029,0.88985,0.00076,0.00076,0.00076
142,8717.38,0.96088,0.40645,0.97365,0.98739,0.99253,0.99296,0.65235,1.1655,0.4195,0.88933,0.000694,0.000694,0.000694
143,8778.08,0.95408,0.40601,0.97117,0.98747,0.99242,0.99298,0.65154,1.16365,0.4193,0.88878,0.000628,0.000628,0.000628
144,8838.82,0.94661,0.40153,0.9655,0.98749,0.99239,0.99299,0.65249,1.16208,0.41913,0.88845,0.000562,0.000562,0.000562
145,8899.69,0.93509,0.40038,0.96464,0.98734,0.99259,0.99298,0.65256,1.16098,0.41965,0.8881,0.000496,0.000496,0.000496
146,8960.46,0.94017,0.39833,0.96329,0.98733,0.99261,0.99299,0.65224,1.15946,0.41887,0.88775,0.00043,0.00043,0.00043
147,9021.09,0.93021,0.39449,0.96215,0.98734,0.99259,0.993,0.65272,1.15827,0.41817,0.88726,0.000364,0.000364,0.000364
148,9081.74,0.92699,0.39367,0.95898,0.9879,0.99228,0.99301,0.65351,1.15767,0.41691,0.88698,0.000298,0.000298,0.000298
149,9142.4,0.92059,0.39303,0.95741,0.98794,0.99224,0.99302,0.65328,1.15626,0.41669,0.88654,0.000232,0.000232,0.000232
150,9203.15,0.9177,0.39094,0.9547,0.98797,0.99218,0.99304,0.65358,1.15468,0.41606,0.88606,0.000166,0.000166,0.000166
